-3,-3,-3,-2,-18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1,-4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-2,2,11,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-5,12,-7,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1,-4,4,15,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,2,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,12,-3,-9,-3,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-5,1,1,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
2,-7,-1,15,-6,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
-3,1,8,4,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,2,0,-3,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,8,-4,4,-3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
-1,-1,8,-8,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
0,1,-2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
-2,-2,-4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
4,2,6,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
1,4,6,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
-6,-2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
-4,-7,8,-6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,-5,6,-5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
