0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,2,6,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,0,0,9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,-4,-2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,6,7,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3,-7,5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-6,1,5,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-3,-2,-10
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-6,-2,-4,-4,-2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,-3,4,4,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,2,-1,10,-1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,-7,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-6,3,-2,-5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,-6,4,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,3,0,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,2,0,1,-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-4,-12,4,-1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-6,0,4,4,-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,3,5,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,3,-5,-5,-3
