1,2,14,-9,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,9,-4,-6,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,-3,11,3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-6,-1,-7,-5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,-4,-11,5,-7,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,3,9,-6,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,-4,5,-11,-9,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-1,-3,-1,-15,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
3,-7,4,8,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,4,1,-11,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2,2,-16,3,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
-4,9,-11,-4,-3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2,5,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
-1,-5,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,-1,9,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
-3,-5,-3,6,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
-2,-5,4,-4,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
-1,-3,-2,-7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
1,-10,4,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
3,14,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
