-10,-4,-1,2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,-1,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,4,1,6,5,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,-1,7,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,-2,4,6,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-3,-4,-4,8,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,8,-5,11,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,5,-11,5,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,4,2,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
2,7,-8,-2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
5,6,5,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
-5,2,-1,-6,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
10,-6,-11,7,-11,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
-2,0,-2,-13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,4,7,5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
5,1,-2,-7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
-2,8,-2,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
3,2,4,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3,2,9,8,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1,-4,-7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
