0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,4,-9,8,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,-10,12
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,4,3,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,3,-6,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-1,-3,-4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11,0,-15
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,0,3,-3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-5,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,8,-1,0,19
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,-4,-1,-13,8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-9,0,-3,15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-5,6,1,18
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,-5,-4,7
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5,-8,6,7,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-8,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,5,6,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,5,-1,5,7,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-6,2,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,3,-8,-4,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8,-2,-5,-7,-12
